FIPS,State,Area_Name,POP_2016
20013,KS,Brown County,9641
20015,KS,Butler County,66652
20017,KS,Chase County,2632
20019,KS,Chautauqua County,3360
20021,KS,Cherokee County,20256
20023,KS,Cheyenne County,2667
20025,KS,Clark County,2065
20027,KS,Clay County,8105
20029,KS,Cloud County,9070
20031,KS,Coffey County,8339
20033,KS,Comanche County,1838
20035,KS,Cowley County,35650
20037,KS,Crawford County,39046
20039,KS,Decatur County,2828
20041,KS,Dickinson County,18956
20043,KS,Doniphan County,7718
20045,KS,Douglas County,119662
20047,KS,Edwards County,2899
20049,KS,Elk County,2511
20051,KS,Ellis County,28942
20053,KS,Ellsworth County,6302
20055,KS,Finney County,36885
20057,KS,Ford County,34552
20059,KS,Franklin County,25523
20061,KS,Geary County,35223
20063,KS,Gove County,2622
20065,KS,Graham County,2562
20067,KS,Grant County,7675
20069,KS,Gray County,6031
20071,KS,Greeley County,1277
20073,KS,Greenwood County,6112
20075,KS,Hamilton County,2634
20077,KS,Harper County,5667
20079,KS,Harvey County,34726
20081,KS,Haskell County,4026
20083,KS,Hodgeman County,1851
20085,KS,Jackson County,13270
20087,KS,Jefferson County,18824
20089,KS,Jewell County,2880
20091,KS,Johnson County,586015
20093,KS,Kearny County,3890
20095,KS,Kingman County,7417
20097,KS,Kiowa County,2507
20099,KS,Labette County,20313
20101,KS,Lane County,1593
20103,KS,Leavenworth County,80244
20105,KS,Lincoln County,3077
20107,KS,Linn County,9606
20109,KS,Logan County,2818
20111,KS,Lyon County,33369
20113,KS,McPherson County,28429
20115,KS,Marion County,12017
20117,KS,Marshall County,9789
20119,KS,Meade County,4236
20121,KS,Miami County,32923
20123,KS,Mitchell County,6207
20125,KS,Montgomery County,32859
20127,KS,Morris County,5558
20129,KS,Morton County,2790
20131,KS,Nemaha County,10089
20133,KS,Neosho County,16127
20135,KS,Ness County,2957
20137,KS,Norton County,5491
20139,KS,Osage County,15811
20141,KS,Osborne County,3588
20143,KS,Ottawa County,5905
20145,KS,Pawnee County,6719
20147,KS,Phillips County,5402
20149,KS,Pottawatomie County,23605
20151,KS,Pratt County,9557
20153,KS,Rawlins County,2500
20155,KS,Reno County,63184
20157,KS,Republic County,4659
20159,KS,Rice County,9782
20161,KS,Riley County,75172
20163,KS,Rooks County,5118
20165,KS,Rush County,3054
20167,KS,Russell County,7007
20169,KS,Saline County,54955
20171,KS,Scott County,4979
20173,KS,Sedgwick County,513092
20175,KS,Seward County,22897
20177,KS,Shawnee County,178350
20179,KS,Sheridan County,2485
20181,KS,Sherman County,5955
20183,KS,Smith County,3656
20185,KS,Stafford County,4186
20187,KS,Stanton County,2105
20189,KS,Stevens County,5653
20191,KS,Sumner County,23183
20193,KS,Thomas County,7847
20195,KS,Trego County,2852
20197,KS,Wabaunsee County,6884
20199,KS,Wallace County,1502
20201,KS,Washington County,5564
20203,KS,Wichita County,2131
20205,KS,Wilson County,8698
20207,KS,Woodson County,3189
20209,KS,Wyandotte County,164785
21000,KY,Kentucky,4438182
21001,KY,Adair County,19259
21003,KY,Allen County,20721
21005,KY,Anderson County,22191
21007,KY,Ballard County,8046
21009,KY,Barren County,43763
21011,KY,Bath County,12246
21013,KY,Bell County,27204
21015,KY,Boone County,129503
21017,KY,Bourbon County,20130
21019,KY,Boyd County,48121
21021,KY,Boyle County,29965
21023,KY,Bracken County,8368
21025,KY,Breathitt County,13177
21027,KY,Breckinridge County,19982
21029,KY,Bullitt County,79222
21031,KY,Butler County,12686
21033,KY,Caldwell County,12634
21035,KY,Calloway County,38733
21037,KY,Campbell County,92257
21039,KY,Carlisle County,4783
21041,KY,Carroll County,10614
21043,KY,Carter County,27304
21045,KY,Casey County,15775
21047,KY,Christian County,71796
21049,KY,Clark County,35851
21051,KY,Clay County,20626
21053,KY,Clinton County,10200
21055,KY,Crittenden County,9131
21057,KY,Cumberland County,6731
21059,KY,Daviess County,100032
21061,KY,Edmonson County,12076
21063,KY,Elliott County,7491
21065,KY,Estill County,14315
21067,KY,Fayette County,319644
21069,KY,Fleming County,14481
21071,KY,Floyd County,36968
21073,KY,Franklin County,50292
21075,KY,Fulton County,6185
21077,KY,Gallatin County,8719
21079,KY,Garrard County,17382
21081,KY,Grant County,24910
21083,KY,Graves County,37217
21085,KY,Grayson County,26093
21087,KY,Green County,10969
21089,KY,Greenup County,35824
21091,KY,Hancock County,8723
21093,KY,Hardin County,106964
21095,KY,Harlan County,26996
21097,KY,Harrison County,18569
21099,KY,Hart County,18541
21101,KY,Henderson County,46212
21103,KY,Henry County,15834
21105,KY,Hickman County,4607
21107,KY,Hopkins County,45598
21109,KY,Jackson County,13364
21111,KY,Jefferson County,767464
21113,KY,Jessamine County,52219
21115,KY,Johnson County,22858
21117,KY,Kenton County,164962
21119,KY,Knott County,15492
21121,KY,Knox County,31471
21123,KY,Larue County,14018
21125,KY,Laurel County,60078
21127,KY,Lawrence County,15839
21129,KY,Lee County,6604
21131,KY,Leslie County,10431
21133,KY,Letcher County,22759
21135,KY,Lewis County,13516
21137,KY,Lincoln County,24382
21139,KY,Livingston County,9198
21141,KY,Logan County,26678
21143,KY,Lyon County,8238
21145,KY,McCracken County,65304
21147,KY,McCreary County,17548
21149,KY,McLean County,9337
21151,KY,Madison County,89532
21153,KY,Magoffin County,12668
21155,KY,Marion County,19135
21157,KY,Marshall County,31280
21159,KY,Martin County,11945
21161,KY,Mason County,17167
21163,KY,Meade County,27959
21165,KY,Menifee County,6449
21167,KY,Mercer County,21405
21169,KY,Metcalfe County,10020
21171,KY,Monroe County,10539
21173,KY,Montgomery County,27666
21175,KY,Morgan County,13260
21177,KY,Muhlenberg County,31150
21179,KY,Nelson County,45497
21181,KY,Nicholas County,7083
21183,KY,Ohio County,24158
21185,KY,Oldham County,65410
21187,KY,Owen County,10668
21189,KY,Owsley County,4472
21191,KY,Pendleton County,14595
21193,KY,Perry County,27197
21195,KY,Pike County,60431
21197,KY,Powell County,12266
21199,KY,Pulaski County,64013
21201,KY,Robertson County,2125
21203,KY,Rockcastle County,16872
21205,KY,Rowan County,24416
21207,KY,Russell County,17769
21209,KY,Scott County,53425
21211,KY,Shelby County,46548
21213,KY,Simpson County,17992
21215,KY,Spencer County,18336
21217,KY,Taylor County,25441
21219,KY,Todd County,12357
21221,KY,Trigg County,14302
21223,KY,Trimble County,8596
21225,KY,Union County,14765
21227,KY,Warren County,126419
21229,KY,Washington County,12109
21231,KY,Wayne County,20728
21233,KY,Webster County,13181
21235,KY,Whitley County,36108
21237,KY,Wolfe County,7189
21239,KY,Woodford County,26118
22000,LA,Louisiana,4678135
22001,LA,Acadia Parish,62786
22003,LA,Allen Parish,25680
22005,LA,Ascension Parish,121558
22007,LA,Assumption Parish,22756
22009,LA,Avoyelles Parish,40983
22011,LA,Beauregard Parish,36973
22013,LA,Bienville Parish,13780
22015,LA,Bossier Parish,125920
22017,LA,Caddo Parish,248837
22019,LA,Calcasieu Parish,200568
22021,LA,Caldwell Parish,10074
22023,LA,Cameron Parish,6896
22025,LA,Catahoula Parish,9869
22027,LA,Claiborne Parish,16146
22029,LA,Concordia Parish,19970
22031,LA,De Soto Parish,27190
22033,LA,East Baton Rouge Parish,446677
22035,LA,East Carroll Parish,7235
22037,LA,East Feliciana Parish,19513
22039,LA,Evangeline Parish,33667
22041,LA,Franklin Parish,20370
22043,LA,Grant Parish,22279
22045,LA,Iberia Parish,72971
22047,LA,Iberville Parish,32864
22049,LA,Jackson Parish,15895
22051,LA,Jefferson Parish,436572
22053,LA,Jefferson Davis Parish,31388
22055,LA,Lafayette Parish,241275
22057,LA,Lafourche Parish,98506
22059,LA,LaSalle Parish,15022
22061,LA,Lincoln Parish,47473
22063,LA,Livingston Parish,139627
22065,LA,Madison Parish,11486
22067,LA,Morehouse Parish,25894
22069,LA,Natchitoches Parish,39024
22071,LA,Orleans Parish,391843
22073,LA,Ouachita Parish,156897
22075,LA,Plaquemines Parish,23323
22077,LA,Pointe Coupee Parish,22111
22079,LA,Rapides Parish,131845
22081,LA,Red River Parish,8621
22083,LA,Richland Parish,20446
22085,LA,Sabine Parish,24055
22087,LA,St. Bernard Parish,45777
22089,LA,St. Charles Parish,52796
22091,LA,St. Helena Parish,10389
22093,LA,St. James Parish,21433
22095,LA,St. John the Baptist Parish,43401
22097,LA,St. Landry Parish,83768
22099,LA,St. Martin Parish,53771
22101,LA,St. Mary Parish,52069
22103,LA,St. Tammany Parish,252468
22105,LA,Tangipahoa Parish,130619
22107,LA,Tensas Parish,4656
22109,LA,Terrebonne Parish,113006
22111,LA,Union Parish,22528
22113,LA,Vermilion Parish,60074
22115,LA,Vernon Parish,51481
22117,LA,Washington Parish,46387
22119,LA,Webster Parish,39751
22121,LA,West Baton Rouge Parish,25901
22123,LA,West Carroll Parish,11136
22125,LA,West Feliciana Parish,15327
22127,LA,Winn Parish,14532
23000,ME,Maine,1331317
23001,ME,Androscoggin County,107296
23003,ME,Aroostook County,68243
23005,ME,Cumberland County,291191
23007,ME,Franklin County,29982
23009,ME,Hancock County,54509
23011,ME,Kennebec County,121497
23013,ME,Knox County,39761
23015,ME,Lincoln County,33974
23017,ME,Oxford County,57322
23019,ME,Penobscot County,151333
23021,ME,Piscataquis County,16910
23023,ME,Sagadahoc County,35156
23025,ME,Somerset County,50546
23027,ME,Waldo County,39429
23029,ME,Washington County,31603
23031,ME,York County,202565
24000,MD,Maryland,6003323
24001,MD,Allegany County,72053
24003,MD,Anne Arundel County,567254
24005,MD,Baltimore County,828682
24009,MD,Calvert County,91052
24011,MD,Caroline County,32840
24013,MD,Carroll County,167100
24015,MD,Cecil County,102487
24017,MD,Charles County,157292
24019,MD,Dorchester County,32276
24021,MD,Frederick County,246999
24023,MD,Garrett County,29358
24025,MD,Harford County,250370
24027,MD,Howard County,315416
24029,MD,Kent County,19666
24031,MD,Montgomery County,1038846
24033,MD,Prince George's County,908501
24035,MD,Queen Anne's County,49063
24037,MD,St. Mary's County,111750
24039,MD,Somerset County,25839
24041,MD,Talbot County,37135
24043,MD,Washington County,149602
24045,MD,Wicomico County,102041
24047,MD,Worcester County,51475
24510,MD,Baltimore city,616226
25000,MA,Massachusetts,6823608
25001,MA,Barnstable County,213559
25003,MA,Berkshire County,127067
25005,MA,Bristol County,558070
25007,MA,Dukes County,17315
25009,MA,Essex County,779847
25011,MA,Franklin County,70622
25013,MA,Hampden County,467778
25015,MA,Hampshire County,161404
25017,MA,Middlesex County,1594664
25019,MA,Nantucket County,11100
25021,MA,Norfolk County,697079
25023,MA,Plymouth County,512207
25025,MA,Suffolk County,792576
25027,MA,Worcester County,820320
26000,MI,Michigan,9950571
26001,MI,Alcona County,10360
26003,MI,Alger County,9129
26005,MI,Allegan County,114979
26007,MI,Alpena County,28663
26009,MI,Antrim County,23079
26011,MI,Arenac County,15138
26013,MI,Baraga County,8546
26015,MI,Barry County,59810
26017,MI,Bay County,104411
26019,MI,Benzie County,17534
26021,MI,Berrien County,154325
26023,MI,Branch County,43466
26025,MI,Calhoun County,134344
26027,MI,Cass County,51282
26029,MI,Charlevoix County,26190
26031,MI,Cheboygan County,25455
26033,MI,Chippewa County,37683
26035,MI,Clare County,30387
26037,MI,Clinton County,77617
26039,MI,Crawford County,13768
26041,MI,Delta County,36196
26043,MI,Dickinson County,25499
26045,MI,Eaton County,109183
26047,MI,Emmet County,32875
26049,MI,Genesee County,408926
26051,MI,Gladwin County,25154
26053,MI,Gogebic County,15340
26055,MI,Grand Traverse County,91957
26057,MI,Gratiot County,40955
26059,MI,Hillsdale County,45773
26061,MI,Houghton County,36299
26063,MI,Huron County,31486
26065,MI,Ingham County,289804
26067,MI,Ionia County,64187
26069,MI,Iosco County,25284
26071,MI,Iron County,11167
26073,MI,Isabella County,71263
26075,MI,Jackson County,158277
26077,MI,Kalamazoo County,261304
26079,MI,Kalkaska County,17263
26081,MI,Kent County,643858
26083,MI,Keweenaw County,2139
26085,MI,Lake County,11853
26087,MI,Lapeer County,88171
26089,MI,Leelanau County,21507
26091,MI,Lenawee County,98496
26093,MI,Livingston County,188547
26095,MI,Luce County,6335
26097,MI,Mackinac County,10724
26099,MI,Macomb County,868534
26101,MI,Manistee County,24424
26103,MI,Marquette County,66532
26105,MI,Mason County,28810
26107,MI,Mecosta County,43141
26109,MI,Menominee County,23208
26111,MI,Midland County,83422
26113,MI,Missaukee County,15018
26115,MI,Monroe County,149159
26117,MI,Montcalm County,62953
26119,MI,Montmorency County,9203
26121,MI,Muskegon County,173227
26123,MI,Newaygo County,47811
26125,MI,Oakland County,1251027
26127,MI,Oceana County,26311
26129,MI,Ogemaw County,20850
26131,MI,Ontonagon County,5939
26133,MI,Osceola County,23170
26135,MI,Oscoda County,8259
26137,MI,Otsego County,24408
26139,MI,Ottawa County,283712
26141,MI,Presque Isle County,12735
26143,MI,Roscommon County,23779
26145,MI,Saginaw County,192507
26147,MI,St. Clair County,159369
26149,MI,St. Joseph County,60790
26151,MI,Sanilac County,41405
26153,MI,Schoolcraft County,7967
26155,MI,Shiawassee County,68542
26157,MI,Tuscola County,53276
26159,MI,Van Buren County,75267
26161,MI,Washtenaw County,366135
26163,MI,Wayne County,1760612
26165,MI,Wexford County,33081
27000,MN,Minnesota,5522744
27001,MN,Aitkin County,15754
27003,MN,Anoka County,346526
27005,MN,Becker County,33718
27007,MN,Beltrami County,46008
27009,MN,Benton County,39687
27011,MN,Big Stone County,5002
27013,MN,Blue Earth County,66355
27015,MN,Brown County,25272
27017,MN,Carlton County,35555
27019,MN,Carver County,100374
27021,MN,Cass County,29030
27023,MN,Chippewa County,12036
27025,MN,Chisago County,54638
27027,MN,Clay County,63055
27029,MN,Clearwater County,8831
27031,MN,Cook County,5338
27033,MN,Cottonwood County,11367
27035,MN,Crow Wing County,63729
27037,MN,Dakota County,417555
27039,MN,Dodge County,20540
27041,MN,Douglas County,37154
27043,MN,Faribault County,13867
27045,MN,Fillmore County,20916
27047,MN,Freeborn County,30449
27049,MN,Goodhue County,46226
27051,MN,Grant County,5930
27053,MN,Hennepin County,1235371
27055,MN,Houston County,18703
27057,MN,Hubbard County,20701
27059,MN,Isanti County,38778
27061,MN,Itasca County,45168
27063,MN,Jackson County,9968
27065,MN,Kanabec County,15912
27067,MN,Kandiyohi County,42697
27069,MN,Kittson County,4320
27071,MN,Koochiching County,12610
27073,MN,Lac qui Parle County,6746
27075,MN,Lake County,10514
27077,MN,Lake of the Woods County,3781
27079,MN,Le Sueur County,27772
27081,MN,Lincoln County,5703
27083,MN,Lyon County,25971
27085,MN,McLeod County,35749
27087,MN,Mahnomen County,5484
27089,MN,Marshall County,9369
27091,MN,Martin County,19904
27093,MN,Meeker County,23064
27095,MN,Mille Lacs County,25594
27097,MN,Morrison County,32918
27099,MN,Mower County,39567
27101,MN,Murray County,8305
27103,MN,Nicollet County,33720
27105,MN,Nobles County,21878
27107,MN,Norman County,6534
27109,MN,Olmsted County,153272
27111,MN,Otter Tail County,57820
27113,MN,Pennington County,14206
27115,MN,Pine County,28866
27117,MN,Pipestone County,9248
27119,MN,Polk County,31698
27121,MN,Pope County,10970
27123,MN,Ramsey County,541502
27125,MN,Red Lake County,3987
27127,MN,Redwood County,15216
27129,MN,Renville County,14613
27131,MN,Rice County,65868
27133,MN,Rock County,9392
27135,MN,Roseau County,15557
27137,MN,St. Louis County,199967
27139,MN,Scott County,143309
27141,MN,Sherburne County,93228
27143,MN,Sibley County,14812
27145,MN,Stearns County,157225
27147,MN,Steele County,36644
27149,MN,Stevens County,9810
27151,MN,Swift County,9442
27153,MN,Todd County,24381
27155,MN,Traverse County,3330
27157,MN,Wabasha County,21435
27159,MN,Wadena County,13550
27161,MN,Waseca County,18783
27163,MN,Washington County,252502
27165,MN,Watonwan County,11002
27167,MN,Wilkin County,6323
27169,MN,Winona County,50861
27171,MN,Wright County,132324
27173,MN,Yellow Medicine County,9888
28000,MS,Mississippi,2987938
28001,MS,Adams County,31569
28003,MS,Alcorn County,37246
28005,MS,Amite County,12433
28007,MS,Attala County,18551
28009,MS,Benton County,8247
28011,MS,Bolivar County,32549
28013,MS,Calhoun County,14553
28015,MS,Carroll County,10186
28017,MS,Chickasaw County,17224
28019,MS,Choctaw County,8299
28021,MS,Claiborne County,9152
28023,MS,Clarke County,15896
28025,MS,Clay County,19854
28027,MS,Coahoma County,23834
28029,MS,Copiah County,28647
28031,MS,Covington County,19174
28033,MS,DeSoto County,175721
28035,MS,Forrest County,75564
28037,MS,Franklin County,7709
28039,MS,George County,23645
28041,MS,Greene County,13566
28043,MS,Grenada County,21219
28045,MS,Hancock County,46643
28047,MS,Harrison County,202504
28049,MS,Hinds County,242176
28051,MS,Holmes County,18017
28053,MS,Humphreys County,8588
28055,MS,Issaquena County,1326
28057,MS,Itawamba County,23416
28059,MS,Jackson County,141535
28061,MS,Jasper County,16588
28063,MS,Jefferson County,7312
28065,MS,Jefferson Davis County,11436
28067,MS,Jones County,68473
28069,MS,Kemper County,10035
28071,MS,Lafayette County,53476
28073,MS,Lamar County,61364
28075,MS,Lauderdale County,77376
28077,MS,Lawrence County,12812
28079,MS,Leake County,22789
28081,MS,Lee County,84837
28083,MS,Leflore County,29779
28085,MS,Lincoln County,34375
28087,MS,Lowndes County,59549
28089,MS,Madison County,103852
28091,MS,Marion County,25106
28093,MS,Marshall County,35785
28095,MS,Monroe County,35897
28097,MS,Montgomery County,10235
28099,MS,Neshoba County,29473
28101,MS,Newton County,21461
28103,MS,Noxubee County,10879
28105,MS,Oktibbeha County,49534
28107,MS,Panola County,34241
28109,MS,Pearl River County,55037
28111,MS,Perry County,12056
28113,MS,Pike County,39592
28115,MS,Pontotoc County,31470
28117,MS,Prentiss County,25405
28119,MS,Quitman County,7368
28121,MS,Rankin County,151514
28123,MS,Scott County,28351
28125,MS,Sharkey County,4513
28127,MS,Simpson County,26992
28129,MS,Smith County,15949
28131,MS,Stone County,18183
28133,MS,Sunflower County,26493
28135,MS,Tallahatchie County,14342
28137,MS,Tate County,28306
28139,MS,Tippah County,22063
28141,MS,Tishomingo County,19442
28143,MS,Tunica County,10139
28145,MS,Union County,28308
28147,MS,Walthall County,14556
28149,MS,Warren County,46958
28151,MS,Washington County,47183
28153,MS,Wayne County,20460
28155,MS,Webster County,9758
28157,MS,Wilkinson County,9020
28159,MS,Winston County,18340
28161,MS,Yalobusha County,12461
28163,MS,Yazoo County,27972
29000,MO,Missouri,6087135
29001,MO,Adair County,25244
29003,MO,Andrew County,17351
29005,MO,Atchison County,5281
29007,MO,Audrain County,25870
29009,MO,Barry County,35226
29011,MO,Barton County,11825
29013,MO,Bates County,16351
29015,MO,Benton County,18934
29017,MO,Bollinger County,12205
29019,MO,Boone County,176315
29021,MO,Buchanan County,89032
29023,MO,Butler County,42769
29025,MO,Caldwell County,9043
29027,MO,Callaway County,45069
29029,MO,Camden County,44906
29031,MO,Cape Girardeau County,78445
29033,MO,Carroll County,8844
29035,MO,Carter County,6210
29037,MO,Cass County,102622
29039,MO,Cedar County,13876
29041,MO,Chariton County,7501
29043,MO,Christian County,84184
29045,MO,Clark County,6739
29047,MO,Clay County,238583
29049,MO,Clinton County,20548
29051,MO,Cole County,76702
29053,MO,Cooper County,17702
29055,MO,Crawford County,24265
29057,MO,Dade County,7606
29059,MO,Dallas County,16381
29061,MO,Daviess County,8224
29063,MO,DeKalb County,12496
29065,MO,Dent County,15454
29067,MO,Douglas County,13353
29069,MO,Dunklin County,30562
29071,MO,Franklin County,102704
29073,MO,Gasconade County,14746
29075,MO,Gentry County,6624
29077,MO,Greene County,287818
29079,MO,Grundy County,10111
29081,MO,Harrison County,8579
29083,MO,Henry County,21625
29085,MO,Hickory County,9356
29087,MO,Holt County,4453
29089,MO,Howard County,10032
29091,MO,Howell County,40132
29093,MO,Iron County,10123
29095,MO,Jackson County,692430
29097,MO,Jasper County,119219
29099,MO,Jefferson County,223377
29101,MO,Johnson County,53497
29103,MO,Knox County,3933
29105,MO,Laclede County,35450
29107,MO,Lafayette County,32534
29109,MO,Lawrence County,38164
29111,MO,Lewis County,10072
29113,MO,Lincoln County,55146
29115,MO,Linn County,12146
29117,MO,Livingston County,15127
29119,MO,McDonald County,22705
29121,MO,Macon County,15164
29123,MO,Madison County,12213
29125,MO,Maries County,8821
29127,MO,Marion County,28689
29129,MO,Mercer County,3661
29131,MO,Miller County,24998
29133,MO,Mississippi County,13738
29135,MO,Moniteau County,15991
29137,MO,Monroe County,8633
29139,MO,Montgomery County,11447
29141,MO,Morgan County,20089
29143,MO,New Madrid County,17839
29145,MO,Newton County,58178
29147,MO,Nodaway County,22455
29149,MO,Oregon County,10746
29151,MO,Osage County,13613
29153,MO,Ozark County,9199
29155,MO,Pemiscot County,17060
29157,MO,Perry County,19216
29159,MO,Pettis County,42249
29161,MO,Phelps County,44708
29163,MO,Pike County,18507
29165,MO,Platte County,98641
29167,MO,Polk County,31380
29169,MO,Pulaski County,52456
29171,MO,Putnam County,4825
29173,MO,Ralls County,10230
29175,MO,Randolph County,24970
29177,MO,Ray County,22741
29179,MO,Reynolds County,6347
29181,MO,Ripley County,13775
29183,MO,St. Charles County,390541
29185,MO,St. Clair County,9288
29186,MO,Ste. Genevieve County,17875
29187,MO,St. Francois County,66356
29189,MO,St. Louis County,997837
29195,MO,Saline County,23095
29197,MO,Schuyler County,4501
29199,MO,Scotland County,4902
29201,MO,Scott County,38760
29203,MO,Shannon County,8222
29205,MO,Shelby County,6044
29207,MO,Stoddard County,29498
29209,MO,Stone County,31471
29211,MO,Sullivan County,6333
29213,MO,Taney County,54608
29215,MO,Texas County,25805
29217,MO,Vernon County,20653
29219,MO,Warren County,33871
29221,MO,Washington County,24852
29223,MO,Wayne County,13236
29225,MO,Webster County,38154
29227,MO,Worth County,2015
29229,MO,Wright County,18185
29510,MO,St. Louis city,312633
30000,MT,Montana,1040859
30001,MT,Beaverhead County,9463
30003,MT,Big Horn County,13458
30005,MT,Blaine County,6716
30007,MT,Broadwater County,5785
30009,MT,Carbon County,10485
30011,MT,Carter County,1175
30013,MT,Cascade County,81562
30015,MT,Chouteau County,5780
30017,MT,Custer County,11843
30019,MT,Daniels County,1731
30021,MT,Dawson County,9263
30023,MT,Deer Lodge County,9057
30025,MT,Fallon County,3086
30027,MT,Fergus County,11349
30029,MT,Flathead County,97742
30031,MT,Gallatin County,104739
30033,MT,Garfield County,1299
30035,MT,Glacier County,13711
30037,MT,Golden Valley County,810
30039,MT,Granite County,3286
30041,MT,Hill County,16448
30043,MT,Jefferson County,11779
30045,MT,Judith Basin County,1940
30047,MT,Lake County,29709
30049,MT,Lewis and Clark County,66894
30051,MT,Liberty County,2409
30053,MT,Lincoln County,19294
30055,MT,McCone County,1732
30057,MT,Madison County,8062
30059,MT,Meagher County,1845
30061,MT,Mineral County,4124
30063,MT,Missoula County,116349
30065,MT,Musselshell County,4646
30067,MT,Park County,16115
30069,MT,Petroleum County,491
30071,MT,Phillips County,4113
30073,MT,Pondera County,6035
30075,MT,Powder River County,1746
30077,MT,Powell County,6841
30079,MT,Prairie County,1159
30081,MT,Ravalli County,41918
30083,MT,Richland County,11408
30085,MT,Roosevelt County,11225
30087,MT,Rosebud County,9232
30089,MT,Sanders County,11465
30091,MT,Sheridan County,3608
30093,MT,Silver Bow County,34696
30095,MT,Stillwater County,9360
30097,MT,Sweet Grass County,3616
30099,MT,Teton County,6011
30101,MT,Toole County,4951
30103,MT,Treasure County,680
30105,MT,Valley County,7532
30107,MT,Wheatland County,2130
30109,MT,Wibaux County,1042
30111,MT,Yellowstone County,157914
31000,NE,Nebraska,1905616
31001,NE,Adams County,31683
31003,NE,Antelope County,6345
31005,NE,Arthur County,466
31007,NE,Banner County,716
31009,NE,Blaine County,470
31011,NE,Boone County,5333
31013,NE,Box Butte County,11176
31015,NE,Boyd County,1980
31017,NE,Brown County,2980
31019,NE,Buffalo County,49104
31021,NE,Burt County,6537
31023,NE,Butler County,7996
31025,NE,Cass County,25647
31027,NE,Cedar County,8604
31029,NE,Chase County,3914
31031,NE,Cherry County,5829
31033,NE,Cheyenne County,10047
31035,NE,Clay County,6135
31037,NE,Colfax County,10712
31039,NE,Cuming County,8957
31041,NE,Custer County,10824
31043,NE,Dakota County,20279
31045,NE,Dawes County,8911
31047,NE,Dawson County,23779
31049,NE,Deuel County,1861
31051,NE,Dixon County,5742
31053,NE,Dodge County,36677
31055,NE,Douglas County,555607
31057,NE,Dundy County,1806
31059,NE,Fillmore County,5622
31061,NE,Franklin County,2994
31063,NE,Frontier County,2645
31065,NE,Furnas County,4762
31067,NE,Gage County,21625
31069,NE,Garden County,1907
31071,NE,Garfield County,1994
31073,NE,Gosper County,2025
31075,NE,Grant County,665
31077,NE,Greeley County,2400
31079,NE,Hall County,61353
31081,NE,Hamilton County,9158
31083,NE,Harlan County,3451
31085,NE,Hayes County,891
31087,NE,Hitchcock County,2828
31089,NE,Holt County,10223
31091,NE,Hooker County,683
31093,NE,Howard County,6407
31095,NE,Jefferson County,7181
31097,NE,Johnson County,5213
31099,NE,Kearney County,6561
31101,NE,Keith County,8096
31103,NE,Keya Paha County,792
31105,NE,Kimball County,3669
31107,NE,Knox County,8484
31109,NE,Lancaster County,310306
31111,NE,Lincoln County,35487
31113,NE,Logan County,792
31115,NE,Loup County,616
31117,NE,McPherson County,503
31119,NE,Madison County,34979
31121,NE,Merrick County,7838
31123,NE,Morrill County,4867
31125,NE,Nance County,3561
31127,NE,Nemaha County,6973
31129,NE,Nuckolls County,4274
31131,NE,Otoe County,15950
31133,NE,Pawnee County,2699
31135,NE,Perkins County,2892
31137,NE,Phelps County,9193
31139,NE,Pierce County,7144
31141,NE,Platte County,33008
31143,NE,Polk County,5190
31145,NE,Red Willow County,10767
31147,NE,Richardson County,8004
31149,NE,Rock County,1404
31151,NE,Saline County,14228
31153,NE,Sarpy County,178355
31155,NE,Saunders County,20992
31157,NE,Scotts Bluff County,36420
31159,NE,Seward County,17103
31161,NE,Sheridan County,5235
31163,NE,Sherman County,3012
31165,NE,Sioux County,1259
31167,NE,Stanton County,5975
31169,NE,Thayer County,5080
31171,NE,Thomas County,722
31173,NE,Thurston County,7139
31175,NE,Valley County,4201
31177,NE,Washington County,20213
31179,NE,Wayne County,9379
31181,NE,Webster County,3566
31183,NE,Wheeler County,804
31185,NE,York County,13740
32000,NV,Nevada,2917563
32001,NV,Churchill County,23904
32003,NV,Clark County,2138836
32005,NV,Douglas County,47834
32007,NV,Elko County,52082
32009,NV,Esmeralda County,826
32011,NV,Eureka County,1936
32013,NV,Humboldt County,16795
32015,NV,Lander County,5684
32017,NV,Lincoln County,5154
32019,NV,Lyon County,52707
32021,NV,Mineral County,4376
32023,NV,Nye County,43248
32027,NV,Pershing County,6576
32029,NV,Storey County,3986
32031,NV,Washoe County,449723
32033,NV,White Pine County,9749
32510,NV,Carson City,54147
33000,NH,New Hampshire,1342307
33001,NH,Belknap County,60747
33003,NH,Carroll County,47497
33005,NH,Cheshire County,75975
33007,NH,Coos County,31916
33009,NH,Grafton County,90004
33011,NH,Hillsborough County,411333
33013,NH,Merrimack County,149063
33015,NH,Rockingham County,304377
33017,NH,Strafford County,128311
33019,NH,Sullivan County,43084
34000,NJ,New Jersey,8870827
34001,NJ,Atlantic County,267217
34003,NJ,Bergen County,928120
34005,NJ,Burlington County,445972
34007,NJ,Camden County,507002
34009,NJ,Cape May County,93655
34011,NJ,Cumberland County,153233
34013,NJ,Essex County,792689
34015,NJ,Gloucester County,290761
34017,NJ,Hudson County,668588
34019,NJ,Hunterdon County,124775
34021,NJ,Mercer County,367699
34023,NJ,Middlesex County,825457
34025,NJ,Monmouth County,622971
34027,NJ,Morris County,493801
34029,NJ,Ocean County,590897
34031,NJ,Passaic County,504147
34033,NJ,Salem County,63203
34035,NJ,Somerset County,329875
